check_id,check_syntax,description
452,invalid_count({column_name}) > {threshold}:\n  - valid format: phone number,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a standard phone number"
453,invalid_count({column_name}) <= {threshold}:\n  - valid format: phone number,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a standard phone number"
454,invalid_count({column_name}) >= {threshold}:\n  - valid format: phone number,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a standard phone number"
455,invalid_count({column_name}) != {threshold}:\n  - valid format: phone number,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a standard phone number"
456,invalid_count({column_name}) <> {threshold}:\n  - valid format: phone number,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a standard phone number"
457,invalid_count({column_name}) between {threshold}:\n  - valid format: phone number,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a standard phone number"
458,invalid_count({column_name}) not between {threshold}:\n  - valid format: phone number,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a standard phone number"
459,invalid_count({column_name}) = {threshold}:\n  - valid format: positive decimal,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is a postive number with a comma (,) or period (.) as a decimal indicator."
460,invalid_count({column_name}) < {threshold}:\n  - valid format: positive decimal,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a postive number with a comma (,) or period (.) as a decimal indicator."
461,invalid_count({column_name}) > {threshold}:\n  - valid format: positive decimal,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a postive number with a comma (,) or period (.) as a decimal indicator."
462,invalid_count({column_name}) <= {threshold}:\n  - valid format: positive decimal,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a postive number with a comma (,) or period (.) as a decimal indicator."
463,invalid_count({column_name}) >= {threshold}:\n  - valid format: positive decimal,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a postive number with a comma (,) or period (.) as a decimal indicator."
464,invalid_count({column_name}) != {threshold}:\n  - valid format: positive decimal,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a postive number with a comma (,) or period (.) as a decimal indicator."
465,invalid_count({column_name}) <> {threshold}:\n  - valid format: positive decimal,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a postive number with a comma (,) or period (.) as a decimal indicator."
466,invalid_count({column_name}) between {threshold}:\n  - valid format: positive decimal,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a postive number with a comma (,) or period (.) as a decimal indicator."
467,invalid_count({column_name}) not between {threshold}:\n  - valid format: positive decimal,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a postive number with a comma (,) or period (.) as a decimal indicator."
468,invalid_count({column_name}) = {threshold}:\n  - valid format: positive decimal comma,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is a positive number with a comma (,) as decimal indicator."
469,invalid_count({column_name}) < {threshold}:\n  - valid format: positive decimal comma,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a positive number with a comma (,) as decimal indicator."
470,invalid_count({column_name}) > {threshold}:\n  - valid format: positive decimal comma,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a positive number with a comma (,) as decimal indicator."
471,invalid_count({column_name}) <= {threshold}:\n  - valid format: positive decimal comma,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a positive number with a comma (,) as decimal indicator."
472,invalid_count({column_name}) >= {threshold}:\n  - valid format: positive decimal comma,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a positive number with a comma (,) as decimal indicator."
473,invalid_count({column_name}) != {threshold}:\n  - valid format: positive decimal comma,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a positive number with a comma (,) as decimal indicator."
474,invalid_count({column_name}) <> {threshold}:\n  - valid format: positive decimal comma,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a positive number with a comma (,) as decimal indicator."
475,invalid_count({column_name}) between {threshold}:\n  - valid format: positive decimal comma,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a positive number with a comma (,) as decimal indicator."
476,invalid_count({column_name}) not between {threshold}:\n  - valid format: positive decimal comma,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a positive number with a comma (,) as decimal indicator."
477,invalid_count({column_name}) = {threshold}:\n  - valid format: positive decimal point,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is a positive number with a period (.) as decimal indicator."
478,invalid_count({column_name}) < {threshold}:\n  - valid format: positive decimal point,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a positive number with a period (.) as decimal indicator."
479,invalid_count({column_name}) > {threshold}:\n  - valid format: positive decimal point,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a positive number with a period (.) as decimal indicator."
480,invalid_count({column_name}) <= {threshold}:\n  - valid format: positive decimal point,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a positive number with a period (.) as decimal indicator."
481,invalid_count({column_name}) >= {threshold}:\n  - valid format: positive decimal point,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a positive number with a period (.) as decimal indicator."
482,invalid_count({column_name}) != {threshold}:\n  - valid format: positive decimal point,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a positive number with a period (.) as decimal indicator."
483,invalid_count({column_name}) <> {threshold}:\n  - valid format: positive decimal point,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a positive number with a period (.) as decimal indicator."
484,invalid_count({column_name}) between {threshold}:\n  - valid format: positive decimal point,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a positive number with a period (.) as decimal indicator."
485,invalid_count({column_name}) not between {threshold}:\n  - valid format: positive decimal point,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a positive number with a period (.) as decimal indicator."
486,invalid_count({column_name}) = {threshold}:\n  - valid format: positive integer,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is a positive integer"
487,invalid_count({column_name}) < {threshold}:\n  - valid format: positive integer,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a positive integer"
488,invalid_count({column_name}) > {threshold}:\n  - valid format: positive integer,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a positive integer"
489,invalid_count({column_name}) <= {threshold}:\n  - valid format: positive integer,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a positive integer"
490,invalid_count({column_name}) >= {threshold}:\n  - valid format: positive integer,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a positive integer"
491,invalid_count({column_name}) != {threshold}:\n  - valid format: positive integer,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a positive integer"
492,invalid_count({column_name}) <> {threshold}:\n  - valid format: positive integer,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a positive integer"
493,invalid_count({column_name}) between {threshold}:\n  - valid format: positive integer,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a positive integer"
494,invalid_count({column_name}) not between {threshold}:\n  - valid format: positive integer,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a positive integer"
495,invalid_count({column_name}) = {threshold}:\n  - valid format: positive percentage,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is a positive percentage"
496,invalid_count({column_name}) < {threshold}:\n  - valid format: positive percentage,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a positive percentage"
497,invalid_count({column_name}) > {threshold}:\n  - valid format: positive percentage,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a positive percentage"
498,invalid_count({column_name}) <= {threshold}:\n  - valid format: positive percentage,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a positive percentage"
499,invalid_count({column_name}) >= {threshold}:\n  - valid format: positive percentage,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a positive percentage"
500,invalid_count({column_name}) != {threshold}:\n  - valid format: positive percentage,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a positive percentage"
501,invalid_count({column_name}) <> {threshold}:\n  - valid format: positive percentage,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a positive percentage"
502,invalid_count({column_name}) between {threshold}:\n  - valid format: positive percentage,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a positive percentage"
503,invalid_count({column_name}) not between {threshold}:\n  - valid format: positive percentage,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a positive percentage"
504,invalid_count({column_name}) = {threshold}:\n  - valid format: positive percentage comma,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is a positive percentage with a comma (,) decimal indicator."
505,invalid_count({column_name}) < {threshold}:\n  - valid format: positive percentage comma,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a positive percentage with a comma (,) decimal indicator."
506,invalid_count({column_name}) > {threshold}:\n  - valid format: positive percentage comma,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a positive percentage with a comma (,) decimal indicator."
507,invalid_count({column_name}) <= {threshold}:\n  - valid format: positive percentage comma,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a positive percentage with a comma (,) decimal indicator."
508,invalid_count({column_name}) >= {threshold}:\n  - valid format: positive percentage comma,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a positive percentage with a comma (,) decimal indicator."
509,invalid_count({column_name}) != {threshold}:\n  - valid format: positive percentage comma,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a positive percentage with a comma (,) decimal indicator."
510,invalid_count({column_name}) <> {threshold}:\n  - valid format: positive percentage comma,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a positive percentage with a comma (,) decimal indicator."
511,invalid_count({column_name}) between {threshold}:\n  - valid format: positive percentage comma,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a positive percentage with a comma (,) decimal indicator."
512,invalid_count({column_name}) not between {threshold}:\n  - valid format: positive percentage comma,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a positive percentage with a comma (,) decimal indicator."
513,invalid_count({column_name}) = {threshold}:\n  - valid format: positive percentage point,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is a positive percentage with a period (.) decimal indicator."
514,invalid_count({column_name}) < {threshold}:\n  - valid format: positive percentage point,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a positive percentage with a period (.) decimal indicator."
515,invalid_count({column_name}) > {threshold}:\n  - valid format: positive percentage point,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a positive percentage with a period (.) decimal indicator."
516,invalid_count({column_name}) <= {threshold}:\n  - valid format: positive percentage point,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a positive percentage with a period (.) decimal indicator."
517,invalid_count({column_name}) >= {threshold}:\n  - valid format: positive percentage point,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a positive percentage with a period (.) decimal indicator."
518,invalid_count({column_name}) != {threshold}:\n  - valid format: positive percentage point,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a positive percentage with a period (.) decimal indicator."
519,invalid_count({column_name}) <> {threshold}:\n  - valid format: positive percentage point,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a positive percentage with a period (.) decimal indicator."
520,invalid_count({column_name}) between {threshold}:\n  - valid format: positive percentage point,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a positive percentage with a period (.) decimal indicator."
521,invalid_count({column_name}) not between {threshold}:\n  - valid format: positive percentage point,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a positive percentage with a period (.) decimal indicator."
522,invalid_count({column_name}) = {threshold}:\n  - valid format: time 12h,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is 12-hour clock: hh:mm:ss"
523,invalid_count({column_name}) < {threshold}:\n  - valid format: time 12h,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is 12-hour clock: hh:mm:ss"
524,invalid_count({column_name}) > {threshold}:\n  - valid format: time 12h,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is 12-hour clock: hh:mm:ss"
525,invalid_count({column_name}) <= {threshold}:\n  - valid format: time 12h,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is 12-hour clock: hh:mm:ss"
526,invalid_count({column_name}) >= {threshold}:\n  - valid format: time 12h,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is 12-hour clock: hh:mm:ss"
527,invalid_count({column_name}) != {threshold}:\n  - valid format: time 12h,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is 12-hour clock: hh:mm:ss"
528,invalid_count({column_name}) <> {threshold}:\n  - valid format: time 12h,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is 12-hour clock: hh:mm:ss"
529,invalid_count({column_name}) between {threshold}:\n  - valid format: time 12h,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is 12-hour clock: hh:mm:ss"
530,invalid_count({column_name}) not between {threshold}:\n  - valid format: time 12h,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is 12-hour clock: hh:mm:ss"
531,invalid_count({column_name}) = {threshold}:\n  - valid format: time 12h nosec,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is 12-hour clock: hh:mm"
532,invalid_count({column_name}) < {threshold}:\n  - valid format: time 12h nosec,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is 12-hour clock: hh:mm"
533,invalid_count({column_name}) > {threshold}:\n  - valid format: time 12h nosec,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is 12-hour clock: hh:mm"
534,invalid_count({column_name}) <= {threshold}:\n  - valid format: time 12h nosec,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is 12-hour clock: hh:mm"
535,invalid_count({column_name}) >= {threshold}:\n  - valid format: time 12h nosec,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is 12-hour clock: hh:mm"
536,invalid_count({column_name}) != {threshold}:\n  - valid format: time 12h nosec,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is 12-hour clock: hh:mm"
537,invalid_count({column_name}) <> {threshold}:\n  - valid format: time 12h nosec,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is 12-hour clock: hh:mm"
538,invalid_count({column_name}) between {threshold}:\n  - valid format: time 12h nosec,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is 12-hour clock: hh:mm"
539,invalid_count({column_name}) not between {threshold}:\n  - valid format: time 12h nosec,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is 12-hour clock: hh:mm"
540,invalid_count({column_name}) = {threshold}:\n  - valid format: time 24h,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is 24-hour clock : hh:mm:ss"
541,invalid_count({column_name}) < {threshold}:\n  - valid format: time 24h,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is 24-hour clock : hh:mm:ss"
542,invalid_count({column_name}) > {threshold}:\n  - valid format: time 24h,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is 24-hour clock : hh:mm:ss"
543,invalid_count({column_name}) <= {threshold}:\n  - valid format: time 24h,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is 24-hour clock : hh:mm:ss"
544,invalid_count({column_name}) >= {threshold}:\n  - valid format: time 24h,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is 24-hour clock : hh:mm:ss"
545,invalid_count({column_name}) != {threshold}:\n  - valid format: time 24h,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is 24-hour clock : hh:mm:ss"
546,invalid_count({column_name}) <> {threshold}:\n  - valid format: time 24h,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is 24-hour clock : hh:mm:ss"
547,invalid_count({column_name}) between {threshold}:\n  - valid format: time 24h,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is 24-hour clock : hh:mm:ss"
548,invalid_count({column_name}) not between {threshold}:\n  - valid format: time 24h,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is 24-hour clock : hh:mm:ss"
549,invalid_count({column_name}) = {threshold}:\n  - valid format: time 24h nosec,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is 24-hour clock: hh:mm"
550,invalid_count({column_name}) < {threshold}:\n  - valid format: time 24h nosec,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is 24-hour clock: hh:mm"
551,invalid_count({column_name}) > {threshold}:\n  - valid format: time 24h nosec,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is 24-hour clock: hh:mm"
552,invalid_count({column_name}) <= {threshold}:\n  - valid format: time 24h nosec,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is 24-hour clock: hh:mm"
553,invalid_count({column_name}) >= {threshold}:\n  - valid format: time 24h nosec,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is 24-hour clock: hh:mm"
554,invalid_count({column_name}) != {threshold}:\n  - valid format: time 24h nosec,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is 24-hour clock: hh:mm"
555,invalid_count({column_name}) <> {threshold}:\n  - valid format: time 24h nosec,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is 24-hour clock: hh:mm"
556,invalid_count({column_name}) between {threshold}:\n  - valid format: time 24h nosec,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is 24-hour clock: hh:mm"
557,invalid_count({column_name}) not between {threshold}:\n  - valid format: time 24h nosec,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is 24-hour clock: hh:mm"
558,invalid_count({column_name}) = {threshold}:\n  - valid format: timestamp 12h,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is a timestamp with 12-hour clock format: hh:mm:ss"
559,invalid_count({column_name}) < {threshold}:\n  - valid format: timestamp 12h,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a timestamp with 12-hour clock format: hh:mm:ss"
560,invalid_count({column_name}) > {threshold}:\n  - valid format: timestamp 12h,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a timestamp with 12-hour clock format: hh:mm:ss"
561,invalid_count({column_name}) <= {threshold}:\n  - valid format: timestamp 12h,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a timestamp with 12-hour clock format: hh:mm:ss"
562,invalid_count({column_name}) >= {threshold}:\n  - valid format: timestamp 12h,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a timestamp with 12-hour clock format: hh:mm:ss"
563,invalid_count({column_name}) != {threshold}:\n  - valid format: timestamp 12h,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a timestamp with 12-hour clock format: hh:mm:ss"
564,invalid_count({column_name}) <> {threshold}:\n  - valid format: timestamp 12h,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a timestamp with 12-hour clock format: hh:mm:ss"
565,invalid_count({column_name}) between {threshold}:\n  - valid format: timestamp 12h,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a timestamp with 12-hour clock format: hh:mm:ss"
566,invalid_count({column_name}) not between {threshold}:\n  - valid format: timestamp 12h,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a timestamp with 12-hour clock format: hh:mm:ss"
567,invalid_count({column_name}) = {threshold}:\n  - valid format: timestamp 24h,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is a timestamp with 24-hour clock format: hh:mm:ss"
568,invalid_count({column_name}) < {threshold}:\n  - valid format: timestamp 24h,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a timestamp with 24-hour clock format: hh:mm:ss"
569,invalid_count({column_name}) > {threshold}:\n  - valid format: timestamp 24h,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a timestamp with 24-hour clock format: hh:mm:ss"
570,invalid_count({column_name}) <= {threshold}:\n  - valid format: timestamp 24h,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a timestamp with 24-hour clock format: hh:mm:ss"
571,invalid_count({column_name}) >= {threshold}:\n  - valid format: timestamp 24h,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a timestamp with 24-hour clock format: hh:mm:ss"
572,invalid_count({column_name}) != {threshold}:\n  - valid format: timestamp 24h,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a timestamp with 24-hour clock format: hh:mm:ss"
573,invalid_count({column_name}) <> {threshold}:\n  - valid format: timestamp 24h,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a timestamp with 24-hour clock format: hh:mm:ss"
574,invalid_count({column_name}) between {threshold}:\n  - valid format: timestamp 24h,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a timestamp with 24-hour clock format: hh:mm:ss"
575,invalid_count({column_name}) not between {threshold}:\n  - valid format: timestamp 24h,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a timestamp with 24-hour clock format: hh:mm:ss"
576,invalid_count({column_name}) = {threshold}:\n  - valid format: uuid,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is is an standard Universally unique identifier."
577,invalid_count({column_name}) < {threshold}:\n  - valid format: uuid,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is is an standard Universally unique identifier."
578,invalid_count({column_name}) > {threshold}:\n  - valid format: uuid,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is is an standard Universally unique identifier."
579,invalid_count({column_name}) <= {threshold}:\n  - valid format: uuid,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is is an standard Universally unique identifier."
580,invalid_count({column_name}) >= {threshold}:\n  - valid format: uuid,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is is an standard Universally unique identifier."
581,invalid_count({column_name}) != {threshold}:\n  - valid format: uuid,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is is an standard Universally unique identifier."
582,invalid_count({column_name}) <> {threshold}:\n  - valid format: uuid,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is is an standard Universally unique identifier."
583,invalid_count({column_name}) between {threshold}:\n  - valid format: uuid,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is is an standard Universally unique identifier."
584,invalid_count({column_name}) not between {threshold}:\n  - valid format: uuid,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is is an standard Universally unique identifier."
585,invalid_count({column_name}) = {threshold}:\n  - valid regex: (regex_pattern),"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the value match the regex pattern "
586,invalid_count({column_name}) < {threshold}:\n  - valid regex: (regex_pattern),"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the value match the regex pattern "
587,invalid_count({column_name}) > {threshold}:\n  - valid regex: (regex_pattern),"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the value match the regex pattern "
588,invalid_count({column_name}) <= {threshold}:\n  - valid regex: (regex_pattern),"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the value match the regex pattern "
589,invalid_count({column_name}) >= {threshold}:\n  - valid regex: (regex_pattern),"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the value match the regex pattern "
590,invalid_count({column_name}) != {threshold}:\n  - valid regex: (regex_pattern),"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the value match the regex pattern "
591,invalid_count({column_name}) <> {threshold}:\n  - valid regex: (regex_pattern),"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the value match the regex pattern "
592,invalid_count({column_name}) between {threshold}:\n  - valid regex: (regex_pattern),"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the value match the regex pattern "
593,invalid_count({column_name}) not between {threshold}:\n  - valid regex: (regex_pattern),"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the value match the regex pattern "
594,invalid_count({column_name}) = {threshold}:\n  - valid values: [list_of_valid values],"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the data in the column matches any value from [list_of_valid values]. "
595,invalid_count({column_name}) < {threshold}:\n  - valid values: [list_of_valid values],"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the data in the column matches any value from [list_of_valid values]. "
596,invalid_count({column_name}) > {threshold}:\n  - valid values: [list_of_valid values],"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the data in the column matches any value from [list_of_valid values]. "
597,invalid_count({column_name}) <= {threshold}:\n  - valid values: [list_of_valid values],"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the data in the column matches any value from [list_of_valid values]. "
598,invalid_count({column_name}) >= {threshold}:\n  - valid values: [list_of_valid values],"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the data in the column matches any value from [list_of_valid values]. "
599,invalid_count({column_name}) != {threshold}:\n  - valid values: [list_of_valid values],"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the data in the column matches any value from [list_of_valid values]. "
600,invalid_count({column_name}) <> {threshold}:\n  - valid values: [list_of_valid values],"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the data in the column matches any value from [list_of_valid values]. "
601,invalid_count({column_name}) between {threshold}:\n  - valid values: [list_of_valid values],"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the data in the column matches any value from [list_of_valid values]. "
602,invalid_count({column_name}) not between {threshold}:\n  - valid values: [list_of_valid values],"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the data in the column matches any value from [list_of_valid values]. "
603,invalid_count({column_name}) = {threshold}:\n  - invalid format: credit card number,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a standard credit card numbers."
604,invalid_count({column_name}) < {threshold}:\n  - invalid format: credit card number,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a standard credit card numbers."
605,invalid_count({column_name}) > {threshold}:\n  - invalid format: credit card number,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a standard credit card numbers."
606,invalid_count({column_name}) <= {threshold}:\n  - invalid format: credit card number,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a standard credit card numbers."
607,invalid_count({column_name}) >= {threshold}:\n  - invalid format: credit card number,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a standard credit card numbers."
608,invalid_count({column_name}) != {threshold}:\n  - invalid format: credit card number,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a standard credit card numbers."
609,invalid_count({column_name}) <> {threshold}:\n  - invalid format: credit card number,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a standard credit card numbers."
610,invalid_count({column_name}) between {threshold}:\n  - invalid format: credit card number,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a standard credit card numbers."
611,invalid_count({column_name}) not between {threshold}:\n  - invalid format: credit card number,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a standard credit card numbers."
